non_shiftable_load,outdoor_dry_bulb_temperature_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_1,outdoor_relative_humidity_predicted_2,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_1,diffuse_solar_irradiance_predicted_2,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_3,electricity_pricing_predicted_1,electricity_pricing_predicted_2,electricity_pricing_predicted_3,electricity_pricing,outdoor_dry_bulb_temperature,solar_generation,carbon_intensity,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,month_sin,month_cos,hour_sin,hour_cos,day_type_sin,day_type_cos
0.7512441996701807,0.5167792596107107,1.7038218396971327,0.9713569757352701,0.4964570723019269,-0.20516083320391562,0.4953877901119818,-0.5875699060450955,3.0449748780781154,-0.6826680894736445,-0.31126428657124866,2.1319213188500146,-0.6505684099646967,0.030303030303030276,0.030303030303030276,0.030303030303030276,0.030303030303030276,0.9633905379704456,0.0,0.5139458045907864,0.6575031592342735,-0.6829968743182837,-0.651087827846492,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
0.47045359476705606,0.8062838036019201,1.7038218396971327,0.8131394892324716,0.3885805745217917,-0.04337505269897623,0.818916396576765,0.09230007000421923,3.0527096612659435,-0.6826680894736445,0.8626335717308733,1.8996922099997273,-0.6505684099646967,0.030303030303030276,0.030303030303030276,0.030303030303030276,0.030303030303030276,0.9897016871914003,0.0,0.44528407109348866,0.38782052138163176,-0.6829968743182837,-0.651087827846492,-0.8660254037844385,-0.5000000000000004,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336
0.3779817879990136,1.2536999170428818,1.5458209446114568,0.8131394892324716,0.064951081181386,0.06448213430431671,0.818916396576765,0.9382746424746734,1.9582378401882672,-0.6826680894736445,1.3676826503027166,0.3423911271213311,-0.6505684099646967,0.030303030303030276,0.030303030303030276,0.030303030303030276,0.030303030303030276,0.8844570903075823,0.0,0.43085810789388534,0.3338839938111034,-0.6829968743182837,-0.651087827846492,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
0.18644811074481538,1.5432044610340911,1.7038218396971327,0.8131394892324716,-0.04292541659874924,-0.04337505269897623,0.9806806998091566,1.455902919694038,1.335587793568105,-0.6826680894736445,1.0230207791151749,-0.1288973584866046,-0.6505684099646967,0.030303030303030276,0.030303030303030276,0.030303030303030276,0.030303030303030276,0.7792124934237654,0.0,0.41263574423713634,0.3338839938111034,-0.6829968743182837,-0.651087827846492,-0.8660254037844385,-0.5000000000000004,0.7071067811865476,0.7071067811865476,0.7818314824680298,0.6234898018587336
0.18631653359951503,1.4116114864926321,1.5458209446114568,0.681291583813473,0.064951081181386,-0.04337505269897623,0.9806806998091566,2.3211919801204384,1.0339312492428092,-0.6826680894736445,1.8522567662297553,-0.05717954545931004,-0.6505684099646967,0.030303030303030276,1.0,0.030303030303030276,0.030303030303030276,0.6739678965399476,0.0,0.41711746361112756,0.3338839938111034,-0.6829968743182837,-0.651087827846492,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
0.5191121513984701,1.5432044610340911,1.2561526369543852,0.5230740973106753,-0.04292541659874924,0.22626791480925612,1.1424450030415483,2.8040541790190994,0.8328268863592787,-0.6826680894736445,2.115018786838079,0.7009801922578038,-0.6505684099646967,0.030303030303030276,1.0,0.030303030303030276,0.030303030303030276,0.5161010012142222,0.0,0.4492237329116521,0.4956935765226884,-0.6829968743182837,-0.651087827846492,-0.8660254037844385,-0.5000000000000004,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336
0.11967847748173596,1.7011160304838424,1.1244852243829888,0.681291583813473,-0.20474016326895209,0.33412510181254906,0.9806806998091566,3.0396909320816463,0.21017683973911663,-0.6245722791443928,2.128668761934615,0.4414300117780712,-0.602739265049959,0.030303030303030276,1.0,0.030303030303030276,0.030303030303030276,0.5161010012142222,0.007461693503752125,0.46894918841696287,0.4956935765226884,-0.5862032360197689,-0.3092415480386732,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
0.23292142275185163,1.7011160304838424,1.1244852243829888,0.9713569757352701,-0.04292541659874924,0.06448213430431671,0.818916396576765,3.0474167272640247,-0.5787710454193495,-0.23339382292743105,1.8966191852934982,-0.16304869802341154,-0.5070809752204838,0.030303030303030276,1.0,0.030303030303030276,0.030303030303030276,0.8055236426447192,0.03924873190673373,0.4812756581635389,0.38782052138163176,0.09522397760177567,0.8667096545002234,-0.8660254037844385,-0.5000000000000004,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336
0.5170756660033726,1.5432044610340911,0.9664843292973129,0.9713569757352701,0.064951081181386,0.22626791480925612,0.818916396576765,1.9542167089574562,-0.6831906184550289,0.29334152405778474,0.34052202428835976,-0.6514128533997506,-0.3977572154153693,0.030303030303030276,1.0,0.030303030303030276,0.030303030303030276,1.2528131794009436,0.1287280787184275,0.6177872424861669,0.06420135595846167,0.9431362490967657,1.3726421486157951,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
0.5670556573795537,1.7011160304838424,1.1244852243829888,0.9713569757352701,-0.04292541659874924,-0.09730364620062269,0.6571520933443734,1.3322901967759808,-0.6831906184550289,0.4482636849357894,-0.13040211654214268,-0.6514128533997506,-0.5309955476778526,0.030303030303030276,0.030303030303030276,0.030303030303030276,0.030303030303030276,1.5422358208314406,0.2999589790880628,0.678742262567599,-0.043671699182595024,1.4619501503768053,1.0273774060098984,-0.8660254037844385,-0.5000000000000004,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336
